,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,경도,위도
143,마포구,727239043,코이크,3.4,26건,서울 마포구 동교로39길 8 2층,마포구 연남동,영업시간&매일 11:00 ~ 21:00 (휴무일 인스타 참고),,www.instagram.com/koike.official,#디저트카페 #케이크주문제작 #제로페이,"메뉴 이름: 에스프레소 가격: 5,000++메뉴 이름: 아메리카노 가격: 5,000++메뉴 이름: 카페라떼 가격: 5,500++메뉴 이름: 카푸치노 가격: 5,500++메뉴 이름: 얼그레이 가격: 5,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F39454A6AB0C743E09E903319C5901FE7,126.9238908,37.56225809
144,마포구,1604855298,방탈출카페ESC 홍대점,2,11건,서울 마포구 와우산로21길 19-16 NS타워 지하 2층,마포구 서교동,영업시간&매일 10:00 ~ 24:00,02-336-8287,hdesc.co.kr,#테마카페 #데이트코스 #방탈출카페 #보드게임카페,"메뉴 이름: Barbeque Dog 가격: 7,500++메뉴 이름: Bacon Dog 가격: 7,500++메뉴 이름: Sweet Potatoes 가격: 6,000++메뉴 이름: Wedge Potatoes 가격: 6,000++메뉴 이름: Onion Ring 가격: 7,000++메뉴 이름: Nacno 가격: 7,000++메뉴 이름: 레몬에이드 가격: 5,500++메뉴 이름: Grape fruit ade 가격: 5,500++메뉴 이름: blue soda ade 가격: 5,500",,126.9225389,37.55182958
145,마포구,1275578713,뉴오리진 마포점,4.1,15건,"서울 마포구 큰우물로 62 1,2층",마포구 용강동,영업시간&매일 10:00 ~ 19:00,02-6357-6527,www.neworigin.co.kr,#카페 #건강식 #브런치카페,"메뉴 이름: 카페 아메리카노 가격: 4,600++메뉴 이름: 카페 라떼 가격: 5,600++메뉴 이름: 티라미수 크림 라떼 가격: 7,000++메뉴 이름: 뉴오리진 차이 티 가격: 4,600++메뉴 이름: 사막 당근주스 가격: 6,600",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F304FD9A5F95C46B1A248492B6F30026C,126.9449518,37.54165052
146,마포구,25606682,17도씨,4,43건,서울 마포구 동교로29길 38,마포구 연남동,영업시간&매일 12:30 ~ 22:00,02-337-1706,www.17dossi.com,#디저트카페 #수제초콜릿 #제로페이,"메뉴 이름: 생초콜릿 가격: 1,500++메뉴 이름: 초콜릿 마카롱 가격: 2,500++메뉴 이름: 순진한 초콜릿 케이크 가격: 5,500++메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 카페라떼 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB26246BA64F948C8B9A3B523F806361A,126.9230793,37.56214146
147,마포구,1385414945,저스티나,3.5,14건,서울 마포구 양화진2길 31 1층,마포구 합정동,영업시간&매일 11:00 ~ 22:30 매일 브레이크타임 15:30 ~ 17:00,02-332-5551,www.instagram.com/gjustina_seoul,#카페 #디저트카페 #브런치카페,"메뉴 이름: 브런치 플레이트 가격: 17,000++메뉴 이름: 펜넬 소시지 피자 가격: 21,000++메뉴 이름: 모타델라 뵈르 바게트 가격: 14,000++메뉴 이름: 스위트 콘 까르보나라 가격: 17,000++메뉴 이름: 콥 샐러드 가격: 15,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F5AB1E54440324002BECA1DADFEC233D1,126.9108821,37.54772945
148,마포구,452082992,폴링디저트,4.3,11건,서울 마포구 와우산로29길 44 1층,마포구 서교동,영업시간&매일 12:00 ~ 21:00,,,#디저트카페 #디저트카페 #수제디저트,"메뉴 이름: 아메리카노 가격: 4,000++메뉴 이름: 카페라떼 가격: 4,500++메뉴 이름: 카페모카 가격: 5,500++메뉴 이름: 바닐라라떼 가격: 5,500++메뉴 이름: 유자차 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F65236E99E2A44F108164AE419DCF24AD,126.9277917,37.55575348
149,마포구,332229567,오늘의위로,4.4,19건,서울 마포구 방울내로7길 29 1층,마포구 망원2동,"영업시간&금,토 13:00 ~ 19:00&휴무일&월,화,수,목,일요일",02-322-5203,www.instagram.com/today_comfort,#디저트카페 #빈티지분위기 #제로페이,"메뉴 이름: 무화과 얼그레이 케이크 가격: 7,500++메뉴 이름: 아메리카노 가격: 3,000++메뉴 이름: 라떼 가격: 3,500++메뉴 이름: 밀크티 가격: 5,000++메뉴 이름: 레몬에이드 가격: 5,500++메뉴 이름: 마르코폴로 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAA972BB57A0A47FFB614B20096DF5A44,126.9017989,37.56108679
150,마포구,1748850413,플레이보드 홍대2호점,4.4,7건,서울 마포구 잔다리로6길 20-9 3층,마포구 서교동,영업시간&매일 12:00 ~ 23:30,070-4106-0111,www.instagram.com/playboard_hongdae,#보드카페 #VR카페 #데이트코스 #만화카페 #보드게임카페 #제로페이,"메뉴 이름: 아메리카노 가격: 2,500++메뉴 이름: 카페라떼 가격: 3,000++메뉴 이름: 루이보스 가격: 2,500++메뉴 이름: 복숭아아이스티 가격: 3,000++메뉴 이름: 레몬에이드 가격: 3,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3F55DBF82FDD4B599F5AC15D10F51A49,126.9206571,37.55188346
151,마포구,1436512690,스타벅스 홍대입구역사거리R점,3.3,29건,서울 마포구 양화로 125 경남관광빌딩 1층,마포구 서교동,"영업시간&월~금 08:00 ~ 21:00&토,일 09:00 ~ 21:00",1522-3232,www.starbucks.co.kr,#커피전문점 #핸드드립전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",,126.9203101,37.55475038
152,마포구,1205540735,카페꼼마 합정점,3.8,28건,서울 마포구 포은로 49,마포구 합정동,영업시간&매일 10:00 ~ 21:00,,instagram.com/cafecomma__official,#북카페 #북카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F41861757A7124D728E0AC6B5ABA22470,126.9067626,37.55194966
153,마포구,194016152,카페소공원,5,3건,서울 마포구 어울마당로5길 52,마포구 서교동,영업시간&매일 11:30 ~ 21:00,02-3144-3226,www.instagram.com/cafe.minipark,#카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 카페라떼 가격: 5,000++메뉴 이름: 복숭아 아이스티 가격: 5,000++메뉴 이름: 밀크티 가격: 5,500++메뉴 이름: 딸기우유 가격: 6,300",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDAE7ACE75F884B5CAAD343EA4118DB60,126.9179802,37.55008454
154,마포구,423570307,앤스,3.6,10건,서울 마포구 성미산로 174 2층,마포구 연남동,영업시간&매일 12:00 ~ 21:00&매일 라스트오더 ~ 20:30,,instagram.com/ance.coffeeclub,#카페 #루프탑있는,"메뉴 이름: 에스프레소 가격: 5,000++메뉴 이름: 아메리카노 가격: 5,000++메뉴 이름: 비엔나 가격: 6,500++메뉴 이름: 플랫화이트 가격: 5,500++메뉴 이름: 라떼 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB7BEE25CD7DE4424A65F16E676DD8549,126.9249915,37.56397258
155,마포구,205320302,히어로보드게임카페 홍대2호점,4,31건,서울 마포구 홍익로6길 15 3층,마포구 서교동,영업시간&월~목 13:00 ~ 24:00&금~일 13:00 ~ 01:00,02-3142-7767,www.funhero.co.kr,#보드카페 #다트 #데이트코스 #룸카페 #만화카페 #보드게임카페,"메뉴 이름: 아메리카노 가격: 3,500++메뉴 이름: 카페라떼 가격: 4,000++메뉴 이름: 복숭아아이스티 가격: 3,500++메뉴 이름: 그린티라떼 가격: 4,000++메뉴 이름: 요거트스무디 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2324FA5FB2D44C938AE0129525D68A34,126.9227049,37.55535132
156,마포구,583931722,테누커피,3.6,31건,서울 마포구 성미산로29안길 19-4 1층,마포구 연남동,영업시간&매일 13:00 ~ 21:00,,www.instagram.com/tenu_co_ffee_,#커피전문점 ,"메뉴 이름: tenu coffee 가격: 6,500++메뉴 이름: espresso 가격: 4,500++메뉴 이름: americano 가격: 4,500++메뉴 이름: latte 가격: 5,000++메뉴 이름: flat white 가격: 5,000++메뉴 이름: Mochi 가격: 9,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F29E8434CC67744BFA9829A6CA0A92A34,126.9233372,37.56558694
157,마포구,25079897,홍대반지카페,4.2,9건,서울 마포구 잔다리로6길 40-6 3층,마포구 서교동,영업시간&매일 11:00 ~ 21:00&공휴일&11:00 ~ 21:00,02-337-6464,blog.naver.com/banjimaking7,#테마카페 #데이트코스 #슬라임카페 #이색카페 #제로페이,"메뉴 이름: 2.5mm 가격: 25,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FFAD6EE61BDE84DD5AFEE917DCFF8494F,126.9212942,37.55212093
158,마포구,1095339694,아비아채 서울홍대점,3.2,18건,서울 마포구 와우산로37길 52 오하나하우스 1층,마포구 서교동,영업시간&매일 10:30 ~ 01:00,02-332-5166,,#카페 #디톡스음료 #분위기좋은 #브런치카페 #점심식사 #제로페이,"메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 아인슈페너 가격: 5,000++메뉴 이름: 단호박라떼 가격: 6,000++메뉴 이름: 국화차 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD00C9DC18B6A4E119A40589D4F56E70B,126.9283407,37.55696511
159,마포구,1492094597,루바브,4.3,43건,서울 마포구 홍익로6길 83 1층,마포구 서교동,영업시간&화~토 11:00 ~ 21:00&일 11:00 ~ 17:00&휴무일&월요일,070-7543-2628,www.instagram.com/rhubarb_wine_lunch,#카페 #데이트코스 #분위기좋은 #브런치카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,500++메뉴 이름: 카페라떼 가격: 5,000++메뉴 이름: 플랫 화이트 가격: 5,000++메뉴 이름: 오렌지 착즙 쥬스 가격: 4,500++메뉴 이름: 비트 오렌지 착즙 쥬스 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F357CE73A70BC45D8A0737F5528F2860B,126.9255571,37.55740453
160,마포구,22105109,스타벅스 홍대역점,2.6,29건,서울 마포구 양화로 165 상진빌딩 1층,마포구 서교동,"영업시간&월~금 07:00 ~ 21:00&토,일 08:00 ~ 21:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2302F05055E006D71F,126.9236197,37.55720923
161,마포구,1780755840,미어캣프랜즈,2.2,22건,서울 마포구 와우산로21길 19-12 예원빌딩 3층,마포구 서교동,영업시간&매일 12:00 ~ 22:00,010-6250-4683,www.facebook.com/meerkatfriends,#테마카페 #고양이카페 #데이트코스 #라쿤카페 #이색카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F26790F43585903DF02,126.9226414,37.55193608
162,마포구,1419437580,영앤도터스,3.7,25건,서울 마포구 마포대로 156 공덕푸르지오시티 1층 107호,마포구 공덕동,"영업시간&월~금 07:00 ~ 17:00&토,일 10:00 ~ 17:00&매일 라스트오더 ~ 16:30",,www.instagram.com/younganddaughters,#카페 #로스팅전문 #제로페이,"메뉴 이름: 딥카라멜라떼 가격: 5,500++메뉴 이름: 싱글브루잉 가격: 3,500++메뉴 이름: 아메리카노 가격: 4,000++메뉴 이름: 카페라떼 가격: 4,500++메뉴 이름: 바닐라밀크 가격: 4,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F27CFA8167492424CA204FC9D4A56659A,126.9543699,37.54793842
163,마포구,2090377910,카펫,3.4,30건,"서울 마포구 동교로9길 72 1, 2층",마포구 망원1동,영업시간&매일 11:30 ~ 22:00,02-336-5712,Instagram.com/capet_mangwon,#카페 ,"메뉴 이름: CHOCO MILK 가격: 7,000++메뉴 이름: BERRY ADE 가격: 8,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA24968A36FED4EAF8DE2CE22F442882A,126.9086776,37.55675227
164,마포구,27413260,큐브이스케이프 홍대점,3.6,23건,서울 마포구 양화로16길 15 무광빌딩 4층,마포구 서교동,영업시간&월~목 12:00 ~ 23:20&금 12:00 ~ 01:10&토 11:00 ~ 01:10&일 11:00 ~ 23:20,02-323-5567,www.cubeescape.co.kr,#테마카페 #데이트코스 #방탈출카페 #제로페이,,,126.9206334,37.55339093
165,마포구,26844658,딩굴딩굴알타미라,3,14건,서울 마포구 와우산로29길 21 지하1층,마포구 서교동,영업시간&매일 11:00 ~ 24:00,02-322-7676,dgdg.modoo.at,#만화카페 #데이트코스 #만화카페 #북카페 #제로페이,,,126.9285869,37.55492926
166,마포구,397483580,브라운시티 로스팅랩 합정점,2.5,22건,서울 마포구 독막로 27,마포구 합정동,영업시간&매일 10:00 ~ 23:00,010-9055-1414,,#카페 #감성카페 #로스팅전문 #소개팅 #제로페이,"메뉴 이름: 카페라떼 가격: 5,500++메뉴 이름: 아메리카노 가격: 4,800++메뉴 이름: 리얼쵸코 가격: 6,500++메뉴 이름: 유기농 얼그레이(HOT) 가격: 6,000++메뉴 이름: 당근케이크 가격: 7,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0AF8514DC4054DA588B79E5C337671EF,126.9165851,37.54850481
167,마포구,1372734736,카페그랑주,4.1,18건,서울 마포구 홍익로5길 13 동신빌딩 지하1층,마포구 서교동,영업시간&매일 09:00 ~ 23:00,02-325-3131,cafegrange.co.kr,#갤러리카페 #갤러리카페 #데이트코스 #제로페이,"메뉴 이름: 아메리카노 가격: 4,300++메뉴 이름: 카페라떼 가격: 5,000++메뉴 이름: 콜드브루 가격: 5,000++메뉴 이름: 브라인 가격: 5,500++메뉴 이름: 유자차 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_789319524,126.9215728,37.55415267
168,마포구,231272664,스타벅스 홍대공항철도역점,3.5,24건,서울 마포구 양화로 178,마포구 서교동,영업시간&월~토 08:00 ~ 22:00&일 09:00 ~ 22:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDFB35A084B2347B9ABC302E3A574B73B,126.9252152,37.55750877
169,마포구,1560814152,헬로방방 마포아현점,4.2,5건,서울 마포구 마포대로 195 207동 상가동 1층,마포구 아현동,영업시간&매일 10:00 ~ 20:00,02-3148-0110,hellobangbangmapo.modoo.at,#키즈카페 #트램폴린카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F94E3CEB6B3CD43D6B58D54D171F8C111,126.9551211,37.55320919
170,마포구,135859504,새검정,3.6,34건,서울 마포구 독막로2길 17 1층,마포구 합정동,영업시간&매일 11:00 ~ 23:00,070-7795-2019,www.instagram.com/segumjung_seoul,#카페 #핸드드립전문점,"메뉴 이름: 레이드 그레이 티 가격: 5,500++메뉴 이름: 아메리카노 가격: 5,000++메뉴 이름: 카페라떼 가격: 5,500++메뉴 이름: 플랫 화이트 가격: 5,500++메뉴 이름: 레몬 진저티 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F753E47527B5142509E86E9C0724ED9B4,126.9147652,37.54780284
171,마포구,1913981049,망원동티라미수 본점,3.3,35건,서울 마포구 포은로 87 1층,마포구 망원1동,영업시간&매일 11:00 ~ 23:00,02-324-7877,mangtira.com,#디저트카페 #제로페이,"메뉴 이름: 오리지널 티라미수 가격: 5,300++메뉴 이름: 얼그레이 티라미수 가격: 5,500++메뉴 이름: 녹차 티라미수 가격: 5,500++메뉴 이름: 오레오 티라미수 가격: 5,500++메뉴 이름: 인절미 티라미수 가격: 5,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FCC4CCEE83AA94CF99C726A1A746FD277,126.9051117,37.55482684
172,마포구,561667744,랠리포인트,3.2,17건,서울 마포구 신촌로 12 동우빌딩 1층,마포구 서교동,영업시간&매일 11:00 ~ 21:00,02-6402-8695,www.instagram.com/rally__point,#디저트카페 ,"메뉴 이름: 아메리카노 가격: 5,000++메뉴 이름: 플랫화이트 가격: 5,500++메뉴 이름: 카페라떼 가격: 5,500++메뉴 이름: 바닐라빈 라떼 가격: 6,500++메뉴 이름: 아인슈페너 가격: 6,500++메뉴 이름: 콜드브루 가격: 6,000++메뉴 이름: 리치 에이드 가격: 6,000++메뉴 이름: 루비 에이드 가격: 6,500++메뉴 이름: 크리미스윙이 가격: 6,000++메뉴 이름: 초코크림 라떼 가격: 6,500++메뉴 이름: 에그 타르트 가격: 5,000++메뉴 이름: 얼그레이 스콘 가격: 4,500++메뉴 이름: 누네띠네 스콘 가격: 4,500++메뉴 이름: 플레인 스콘 가격: 4,000++메뉴 이름: 애플 크럼블바 가격: 6,000++메뉴 이름: 퍼지 브라우니 가격: 6,000++메뉴 이름: 얼그레이 갸또 가격: 6,800++메뉴 이름: 고구마 갸또 가격: 7,300++메뉴 이름: 마틸다 케이크 가격: 7,600++메뉴 이름: 빅토리아 케이크 가격: 7,400",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F868449AC1FAC4805846860D3472EA07E,126.9276931,37.55808983
173,마포구,12776689,스타벅스 망원역점,3.8,32건,서울 마포구 월드컵로 74,마포구 서교동,"영업시간&월~금 07:00 ~ 21:00&토,일 08:00 ~ 21:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2723E14755E006C039,126.910726,37.55577887
174,마포구,678802397,싸인이스케이프 홍대점,5,3건,서울 마포구 와우산로 65 6층,마포구 서교동,영업시간&매일 12:00 ~ 24:00,02-2039-9188,www.signescape.com,#테마카페 #방탈출카페 #제로페이,,,126.9228569,37.55041268
175,마포구,27311809,반지대학 홍대본점,3.6,7건,서울 마포구 잔다리로 7 4층,마포구 서교동,영업시간&매일 10:30 ~ 21:00,02-6224-6620,blog.naver.com/ringunivcafe,#테마카페 #데이트코스 #이색카페 #제로페이,"메뉴 이름: 아메리카노 가격: 2,500++메뉴 이름: 카페라떼 가격: 3,000++메뉴 이름: 아이스티피치 가격: 3,000++메뉴 이름: 딸기주스 가격: 3,500++메뉴 이름: 플레인 요거트쉐이크 가격: 4,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2772154F5419760B35,126.9221637,37.55057036
176,마포구,1705760385,무유무유,4,11건,서울 마포구 성미산로 190-4 102호,마포구 연남동,"영업시간&월,화,수,목,일 12:00 ~ 20:00&금,토 12:00 ~ 21:00",,www.instagram.com/muu_muu_official,#테마카페 ,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7EEAB009464340B5823CC13DC980692C,126.9260496,37.56284429
177,마포구,831205434,더귀여워,2.7,26건,서울 마포구 와우산로17길 15 서교동빌딩 5층,마포구 서교동,영업시간&매일 12:30 ~ 22:00&휴무일&연중무휴,,www.instagram.com/skypillar5784,#애견카페 #고양이카페 #데이트코스 #제로페이,,,126.9221104,37.55005751
178,마포구,1752574662,스타벅스 망원한강공원점,4.2,21건,서울 마포구 망원동 205-8 2층,마포구 망원1동,영업시간&매일 08:00 ~ 21:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100++메뉴 이름: 슈크림 라떼 가격: 6,100++메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500++메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100++메뉴 이름: 오늘의 커피 가격: 4,200++메뉴 이름: 카푸치노 가격: 5,000++메뉴 이름: 카페 라떼 가격: 5,000++메뉴 이름: 카페 모카 가격: 5,500++메뉴 이름: 카페 아메리카노 가격: 4,500++메뉴 이름: 카라멜 마키아또 가격: 5,900++메뉴 이름: 화이트 초콜릿 모카 가격: 5,900++메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900++메뉴 이름: 자바 칩 프라푸치노 가격: 6,300++메뉴 이름: 망고 바나나 블렌디드 가격: 6,300++메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 자몽 허니 블랙 티 가격: 5,700++메뉴 이름: 콜드 브루 가격: 4,900++메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800++메뉴 이름: 디카페인 카페 라떼 가격: 5,300++메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100++메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA44A7340162E4D17BE86B2CB9CF309F9,126.896805,37.55274841
