,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,Unnamed: 12
92,강서구,26804836,카페숨,4.3,3건,서울 강서구 공항대로39길 7 1층,강서구 등촌3동,영업시간&매일 ~ 21:00,,,#커피전문점 #건강음료 #로스팅전문 #북카페 #분위기좋은 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼(HOT) 가격: 3,900&메뉴 이름: 초코라떼(HOT) 가격: 3,200&메뉴 이름: 복숭아아이스티 가격: 3,500&메뉴 이름: 유자차(HOT) 가격: 4,300",,
93,강서구,26644158,설빙 발산점,3.8,4건,서울 강서구 강서로 380 세민홈프라자 2층,강서구 등촌3동,영업시간&매일 10:00 ~ 23:00,02-2658-2212,www.sulbing.com,#디저트카페 #카카오페이 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD5C5D6CB2D2A4A8A987405D6A6E6754B,
94,강서구,1153230570,크로플덕 화곡점,5.0,1건,서울 강서구 화곡로24길 66-19 1층 101호,강서구 화곡1동,"영업시간&월,수,목,금 13:00 ~ 02:00&토,일 11:00 ~ 02:00&휴무일&화요일",0508-8191-4194,,#디저트카페 #디저트카페 #제로페이,"메뉴 이름: 커스터드에 반한 이뻐지는 생딸기 가격: 6,500&메뉴 이름: 전남친생각 가격: 5,300&메뉴 이름: 누텔라초코듬뿍 바나나 가격: 4,900&메뉴 이름: 깊고진한 밀크티 가격: 4,900&메뉴 이름: 리얼딸기우유 가격: 4,900",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FF0317B90BE234432AED437898FADEB64,
95,강서구,1626426009,커피빈 마곡마커스빌딩점,3.0,4건,서울 강서구 마곡동로 55 마커스빌딩 1층 102호,강서구 가양1동,영업시간&월~목 07:00 ~ 22:00&금 07:00 ~ 22:30&토 10:00 ~ 22:30&일 10:00 ~ 22:00&공휴일&10:00 ~ 22:30,02-6905-3030,www.coffeebeankorea.com,#커피전문점 #카카오페이,,,
96,강서구,1992581480,투썸플레이스 화곡역점,2.5,12건,"서울 강서구 강서로 163 1,2층",강서구 화곡1동,영업시간&매일 08:00 ~ 23:00 (취식은 22시까지),02-6925-7111,www.twosome.co.kr:7009,#커피전문점 #카카오페이,,,
97,강서구,27259447,마틸다,3.9,13건,서울 강서구 양천로 29-5 지인빌 1층,강서구 방화1동,"영업시간&월~금 08:30 ~ 20:30&토,일 10:00 ~ 20:00&공휴일&10:00 ~ 21:00",02-2665-1114,www.instagram.com/cafe_matilda,#카페 #브런치카페 #카카오페이 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000&메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 바닐라 라떼 가격: 4,000&메뉴 이름: 허니 라떼 가격: 4,000&메뉴 이름: 자몽 에이드 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3A0D97118EB94D24A593A37F115EF43C,
98,강서구,1022463265,더마카롱,4.5,8건,서울 강서구 강서로16길 32 화창빌딩 1층,강서구 화곡8동,영업시간&매일 09:00 ~ 00:20,02-2065-8253,,#디저트카페 #제로페이,"메뉴 이름: 레알에이드(R) 가격: 4,800&메뉴 이름: 아메리카노(R) 가격: 3,800&메뉴 이름: 카페라떼(R) 가격: 4,300&메뉴 이름: 리얼 딸기 라떼(R) 가격: 6,000&메뉴 이름: 토피넛 라떼(R) 가격: 4,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2030E25A04BC4A208BDD3DB42F01C9EE,
99,강서구,478311415,스테이보드게임카페,3.7,3건,서울 강서구 화곡로58길 25 3층,강서구 화곡6동,영업시간&매일 15:00 ~ 06:00 (마지막 손님 퇴실시),,,#보드카페 #데이트코스 #보드게임카페,"메뉴 이름: 복숭아 아이스티 가격: 5,000&메뉴 이름: 자몽 에이드 가격: 5,000&메뉴 이름: 미숫가루 가격: 5,000&메뉴 이름: 요거트 스무디 가격: 6,000&메뉴 이름: 딸기 스무디 가격: 7,000",,
100,강서구,1892599767,더플롯,4.2,6건,서울 강서구 화곡로68길 15 1층 102호,강서구 등촌1동,"영업시간&월~금 07:30 ~ 23:00&토,일 09:00 ~ 23:00",,www.instagram.com/theplotcoffee,#커피전문점 #제로페이,"메뉴 이름: 아메리카노 가격: 3,800&메뉴 이름: 카페라떼 가격: 4,300&메뉴 이름: 바닐라 라떼 가격: 4,600&메뉴 이름: 그린티 라떼 가격: 4,600&메뉴 이름: 얼그레이 가격: 4,600",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE3E5F54029F440A7939463159438DAF6,
101,강서구,1850086304,투썸플레이스 마곡역점,3.4,11건,서울 강서구 마곡중앙로 59-9,강서구 발산1동,영업시간&매일 07:30 ~ 22:30,02-2663-2228,www.twosome.co.kr:7009,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBC3081A399024604A7E4857C3A7FA5BB,
102,강서구,1445516655,다시안녕,4.3,4건,서울 강서구 곰달래로25길 24,강서구 화곡8동,영업시간&월~토 13:00 ~ 19:00&휴무일&일요일,0507-1323-1570,www.instagram.com/re_______hi,#카페 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3EBADD5F4AE44441A886AAA3CC395EEC,
103,강서구,7961275,스타벅스 가양이마트점,2.2,19건,서울 강서구 양천로 559 1층,강서구 가양3동,영업시간&월~금 07:30 ~ 22:00&토 08:00 ~ 22:00&휴무일& 03/27(일),1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
104,강서구,53353798,오버도즈,5.0,4건,서울 강서구 화곡로68길 82 강서아이티밸리 1층 111호,강서구 등촌1동,"영업시간&월~금 07:00 ~ 23:00&토,일 10:00 ~ 22:00",02-6961-5850,,#카페 #데이트코스 #디저트카페 #보드게임카페 #브런치카페 #카카오페이 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000&메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 초코달달 가격: 4,000&메뉴 이름: 청포도에이드 가격: 4,000&메뉴 이름: 요거트스무디 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F39ABCDC25E784EDCA86AF9E39DDDD59E,
105,강서구,480323354,설빙 서울마곡나루점,4.1,22건,서울 강서구 마곡중앙5로 6 마곡나루역 보타닉푸르지오시티 2층 235호,강서구 가양1동,영업시간&매일 11:00 ~ 23:00,070-7537-0411,www.sulbing.com,#디저트카페 #카카오페이 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F4E678360B2BC4C468D460A63CCAEF038,
106,강서구,27492379,타요키즈카페 우장산역점,3.6,5건,서울 강서구 강서로 242 강서힐스테이트 5층,강서구 우장산동,영업시간&매일 11:00 ~ 19:00&휴무일&연중무휴,02-2601-0120,www.tayokidscafe.co.kr,#키즈카페 #제로페이,,,
107,강서구,27609247,카페모니에,4.0,5건,서울 강서구 공항대로59다길 227 1층,강서구 염창동,영업시간&매일 10:00 ~ 23:00,02-6271-0909,,#카페 ,"메뉴 이름: 아메리카노(HOT) 가격: 4,000&메뉴 이름: 카페라떼(HOT) 가격: 4,500&메뉴 이름: 카페모카(HOT) 가격: 4,800&메뉴 이름: 아포가토 가격: 5,500&메뉴 이름: 크로크무슈 가격: 5,000",,
108,강서구,12526369,탐앤탐스 강서구청사거리점,1.0,3건,서울 강서구 공항대로 395 기도산업사옥 1층,강서구 등촌3동,"영업시간&월~금 08:00 ~ 01:00&토,일 08:00 ~ 02:00&휴무일&연중무휴",02-3661-9890,www.tomntoms.com,#커피전문점 #스페셜티카페 #카카오페이 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F84F5EAE4B82D4E3E8F7C8257819D5BF2,
109,강서구,627323163,공차 마곡나루점,4.0,11건,서울 강서구 마곡중앙로 165 안강프라이빗타워 1층 110호,강서구 가양1동,영업시간&월~토 11:00 ~ 23:00&일 11:00 ~ 22:00&휴무일&연중무휴,02-2659-5999,www.gong-cha.co.kr,#카페 #카카오페이 #제로페이,"메뉴 이름: 브라운슈가 치즈폼 스무디(L) 가격: 5,700&메뉴 이름: 브라운슈가 쥬얼리 밀크티(L) 가격: 5,300&메뉴 이름: 망고 스무디 가격: 5,300&메뉴 이름: 망고 요구르트(L) 가격: 5,000&메뉴 이름: 망고 주스(L) 가격: 4,600&메뉴 이름: 망고요구르트+화이트펄(L) 가격: 5,200&메뉴 이름: 블랙 밀크티(L) 가격: 4,000&메뉴 이름: 블랙밀크티+펄(L) 가격: 4,200&메뉴 이름: 블랙티(L) 가격: 3,500&메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 얼그레이 밀크티(L) 가격: 4,000&메뉴 이름: 얼그레이티(L) 가격: 3,500&메뉴 이름: 우롱 밀크티(L) 가격: 4,000&메뉴 이름: 우롱티(L) 가격: 3,500&메뉴 이름: 자스민 그린티(L) 가격: 3,500&메뉴 이름: 제주 그린티 스무디 가격: 5,300&메뉴 이름: 청포도 스무디 가격: 4,800&메뉴 이름: 초코 쿠앤크 스무디 가격: 4,500&메뉴 이름: 초콜렛 밀크티(L) 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 타로 밀크티(L) 가격: 4,000&메뉴 이름: 타로밀크티+펄(L) 가격: 4,200&메뉴 이름: 피스타치오 밀크티+펄(L) 가격: 4,900&메뉴 이름: 제주 그린 밀크티+펄(L) 가격: 4,900&메뉴 이름: 청포도 그린티+알로에(L) 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_2019268755,
110,강서구,17023606,폴바셋 롯데김포공항점,4.0,6건,서울 강서구 하늘길 38 GF층,"강서구 방화2동",영업시간&매일 10:30 ~ 21:00&공휴일&10:30 ~ 21:00&이용시 주의 사항&백화점 휴무일 휴점,02-6116-3059,www.baristapaulbassett.co.kr,#커피전문점 ,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA5785CCFBDCC4C558E89812514D8AFA4,
111,강서구,2012643425,커피쿡 발산점,4.0,1건,서울 강서구 강서로56가길 35 에이치투아이앤티빌딩 1층,강서구 등촌3동,"영업시간&월~금 08:00 ~ 22:00&토,일 11:00 ~ 18:00&공휴일&11:00 ~ 18:00",02-6736-0030,www.커피쿡.com,#카페 #디저트카페 #디톡스음료,"메뉴 이름: 복숭아 아이스티 가격: 3,000&메뉴 이름: 자몽티 가격: 3,500&메뉴 이름: 딸기주스 가격: 4,500&메뉴 이름: 흑당 버블티 가격: 4,500&메뉴 이름: 수제 팬케이크 가격: 5,900&메뉴 이름: 수제 와플 가격: 5,900",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F40440504C6FE4449A8205E411CE97A38,
112,강서구,357240350,연영,3.5,4건,"서울 강서구 가로공원로 188 1,2층",강서구 화곡1동,영업시간&화~토 11:00 ~ 24:00&일 11:00 ~ 22:00&화~토 라스트오더 ~ 23:40&일 라스트오더 ~ 21:40&휴무일&월요일,02-2606-6903,www.instagram.com/cafeyeon__young,#카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000&메뉴 이름: 라떼 가격: 3,800&메뉴 이름: 밀크티 가격: 4,000&메뉴 이름: 딸기주스 (ICE) 가격: 4,500&메뉴 이름: 레몬에이드 가격: 4,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD55EE49153FE45BAAAA895FC7290E7B3,
113,강서구,1628870749,폴바셋 강서부민병원점,3.7,13건,서울 강서구 공항대로 389 1층,강서구 등촌3동,"영업시간&월~금 07:00 ~ 18:30&토,일 08:00 ~ 18:30",02-3662-3447,www.baristapaulbassett.co.kr,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F63F7C01E773D40D6A5F659F8414987BC,
114,강서구,1601692289,고양이별캣카페,3.8,16건,서울 강서구 강서로 391 문영비즈웍스 9층 903호,강서구 가양1동,영업시간&매일 13:00 ~ 21:30,,www.instagram.com/cat_planet_cafe,#고양이카페 #고양이카페 #제로페이,"메뉴 이름: 아메리카노 가격: 2,000&메뉴 이름: 카페라떼 가격: 2,300&메뉴 이름: 초코라떼 가격: 2,300&메뉴 이름: 망고요거트스무디 가격: 3,000&메뉴 이름: 포도주스 가격: 2,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0E3D9477D599442F9343A03D5CC11C1F,
115,강서구,1230524834,퍼스커피,3.9,20건,서울 강서구 마곡중앙5로 81 에스비타운 1층 103호,강서구 방화1동,영업시간&매일 08:00 ~ 22:00,,www.instagram.com/perthcoffee_official,#카페 #로스팅전문 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000&메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 차콜라떼 (ICE) 가격: 4,500&메뉴 이름: 퍼스 크림모카 가격: 4,000&메뉴 이름: 수제 바닐라빈라떼 가격: 4,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F13AA736FB7D0475C9E296AAA505AE147,
116,강서구,835692943,할리스 마곡나인스퀘어점,3.0,3건,서울 강서구 공항대로 206 101~103호,강서구 발산1동,영업시간&매일 08:00 ~ 23:00,02-2664-7876,www.hollys.co.kr,#커피전문점 #카카오페이 #제로페이,"메뉴 이름: 티아라 딸기 생크림 케이크 가격: 32,000&메뉴 이름: 해피 홀리데이 세트 가격: 18,600&메뉴 이름: 베리 치얼업 세트 가격: 18,300&메뉴 이름: 해피 크로플 세트 가격: 20,600&메뉴 이름: 뚱카롱 세트 가격: 8,700&메뉴 이름: 딸기치즈스윗박스 가격: 6,900&메뉴 이름: 해피 도넛 딸기 할리치노 - R/ICE 가격: 6,300&메뉴 이름: 더 진한 딸기 스무디 - R/ICE 가격: 6,800&메뉴 이름: 할리스 리프레시 세트 가격: 20,300&메뉴 이름: 할리스 브런치 세트 가격: 19,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC3C464D381004AA2AE04CF0F3D7CF174,
117,강서구,474084339,스타벅스 가양역사거리점,4.3,6건,서울 강서구 화곡로 416,강서구 등촌1동,영업시간&월~금 07:00 ~ 22:00&토 08:00 ~ 21:00&일 09:00 ~ 22:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
118,강서구,17047028,투썸플레이스 가양역점,3.3,12건,서울 강서구 양천로 504 명문빌딩 1층,강서구 등촌1동,영업시간&매일 08:30 ~ 23:00,02-2668-7021,www.twosome.co.kr,#커피전문점 #카카오페이 #제로페이,,,
119,강서구,21658379,커피볶는집와플에숍,3.9,7건,서울 강서구 강서로16길 20,강서구 화곡8동,영업시간&매일 09:00 ~ 23:00,02-2601-8989,blog.naver.com/waffleechoppe,#카페 #공부하기좋은 #분위기좋은 #실내흡연실 #와플카페 #친목모임 #제로페이,"메뉴 이름: 아메리카노(HOT) 가격: 2,800&메뉴 이름: 카페라떼(HOT) 가격: 3,500&메뉴 이름: 녹차라떼(HOT) 가격: 4,300&메뉴 이름: 캐모마일 가격: 4,500&메뉴 이름: 레몬 에이드 가격: 3,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F498F41569B7E431B9DEBE4240D1C38AC,
120,강서구,20181276,투썸플레이스 양천향교역점,1.7,7건,서울 강서구 강서로 460 1층,강서구 등촌3동,영업시간&매일 08:30 ~ 23:30,02-2668-3666,www.twosome.co.kr,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F97DD028D4C484A1FA61A5FBB1ACB6A9E,
121,강서구,131020462,메가커피 마곡나루역점,5.0,1건,서울 강서구 마곡중앙5로1길 20 1층 112호,강서구 가양1동,"영업시간&월~금 08:00 ~ 21:00&토,일 10:00 ~ 21:00",,www.megacoffee.me,#커피전문점 #카카오페이 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1178D0F440214EB0B363BE402F881079,
122,강서구,1849212281,체르보,4.8,8건,서울 강서구 화곡로 176-17 태민빌딩 2층 201호,강서구 화곡본동,영업시간&매일 10:00 ~ 23:00,010-5395-4328,www.instagram.com/cafe.cervo,#카페 #감성카페 #고급진 #데이트코스 #로스팅전문 #분위기좋은,"메뉴 이름: 에스프레소 가격: 2,500&메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 카페모카 가격: 5,000&메뉴 이름: 바닐라라떼 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1420605169,
123,강서구,152293028,카페티에리,5.0,8건,서울 강서구 마곡중앙6로 45 리더스퀘어 117호,강서구 가양1동,"영업시간&월~금 07:30 ~ 22:00&토,일 11:00 ~ 20:00",02-3664-7897,www.instagram.com/t.eri_coffee,#카페 #제로페이,"메뉴 이름: 에스프레소 가격: 2,500&메뉴 이름: 아메리카노 가격: 2,500&메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 카푸치노 가격: 3,500&메뉴 이름: 흑임자라떼 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE7E32ED676C14654AE624D9109F6968E,
124,강서구,12578863,그라나다카페,4.0,1건,서울 강서구 허준로5길 37,강서구 가양2동,"영업시간&월~금 09:00 ~ 18:00&월~금 점심시간 12:00 ~ 13:00&휴무일&토,일요일&공휴일",02-3661-3402,www.granada.or.kr,#카페 #로스팅전문,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F15041B0B4C89D53F23,
125,강서구,733560860,089 커피&베이커리,3.4,5건,서울 강서구 화곡로 330 1층,강서구 화곡6동,영업시간&매일 08:00 ~ 23:00,070-8806-0222,www.instagram.com/bbang89_,#디저트카페 #베이커리카페,"메뉴 이름: 아메리카노 가격: 2,000&메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 말차라떼 가격: 3,500&메뉴 이름: 루이보스 가격: 2,900&메뉴 이름: 복숭아 아이스티 가격: 2,900",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEAE229FD43C7448DAC44C8BE44417E9B,
126,강서구,1828249936,카페조이,4.2,5건,서울 강서구 양천로49길 29 효경빌딩 1층,강서구 가양1동,"영업시간&월~금 09:00 ~ 22:00&토,일 10:00 ~ 22:00&매일 라스트오더 ~ 21:30",02-3663-8181,www.instagram.com/cafe._.joy,#카페 #감성카페 #디저트카페 #분위기좋은 #브런치카페,"메뉴 이름: 아메리카노 블랙 가격: 3,500&메뉴 이름: 아메리카노 화이트 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 바닐라라떼 가격: 4,500&메뉴 이름: 레몬 에이드 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F15C011E2DB894A62BFA9B1C40B50C06D,
127,강서구,26909829,투썸플레이스 강서등촌로점,2.1,7건,"서울 강서구 등촌로 177 1,2층",강서구 등촌2동,"영업시간&월,화,수,금,토,일 07:30 ~ 24:00&목 07:30 ~ 23:20",02-2655-2138,www.twosome.co.kr,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F069A7E3DE8F048B78697F4C9F0F17983,
128,강서구,2076410793,놀러오개,4.0,5건,서울 강서구 까치산로 33 2층,강서구 화곡본동,영업시간&매일 11:30 ~ 22:30,,,#애견카페 #제로페이,"메뉴 이름: 아메리카노 가격: 6,500&메뉴 이름: 옛날커피 가격: 6,500&메뉴 이름: 카페모카 가격: 7,000&메뉴 이름: 유자꿀차 가격: 6,500&메뉴 이름: 레몬꿀차 가격: 6,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F903F64B984524CB4803593203EB7B689,
129,강서구,1722026562,젤르커피,4.9,15건,서울 강서구 양천로 390 강서오토플랙스 자동차매매센터 1층 101호,강서구 가양1동,"영업시간&월~금 09:00 ~ 22:00&토,일 11:00 ~ 20:00",02-6443-8666,www.instagram.com/zelecoffee,#커피전문점 ,"메뉴 이름: 아메리카노 가격: 4,300&메뉴 이름: 카페라떼 가격: 4,900&메뉴 이름: 카푸치노 가격: 4,900&메뉴 이름: 바닐라라떼 가격: 5,300&메뉴 이름: 연유라떼 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F109941B5C8334DD0BDB24A53EB15FBA1,
130,강서구,1271620466,위카페아임2030,3.9,10건,서울 강서구 공항대로59가길 14 1층 102호,강서구 등촌1동,"영업시간&월~금 08:00 ~ 21:00&토,일 09:00 ~ 21:00",02-3663-0088,,#카페 #감성카페 #데이트코스 #분위기좋은 #스터디카페 #점심식사 #제로페이,"메뉴 이름: 오레오 가격: 3,500&메뉴 이름: 로투스 가격: 3,500&메뉴 이름: 레드벨벳 가격: 3,500&메뉴 이름: 초코크로플 가격: 4,700&메뉴 이름: 크로플 가격: 4,100",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F848F1FA1A999452E90E35C18CBE42A9D,
131,강서구,12789691,탐앤탐스 강서구청점,5.0,5건,"서울 강서구 화곡로 311 1,2층",강서구 화곡6동,영업시간&매일 00:00 ~ 24:00&공휴일&00:00 ~ 24:00&휴무일&연중무휴,02-2699-4565,www.tomntoms.com,#커피전문점 #카카오페이 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F84EF04D125DF4240ABAB9AFE4E8EA4A4,
132,강서구,26791408,나인어클락 화곡역점,3.5,2건,서울 강서구 화곡로 166 화수빌딩 2층,강서구 화곡1동,영업시간&매일 09:00 ~ 24:00,02-2602-2300,www.9clock.co.kr,#커피전문점 ,"메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 초콜릿 가격: 4,200&메뉴 이름: 커피프라페 가격: 4,500&메뉴 이름: 레몬에이드 가격: 4,600",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3EB75CFAC2ED48F9A739B1427BE03720,
133,강서구,12618017,카페베네 화곡중앙점,4.3,8건,서울 강서구 화곡로 228,강서구 화곡본동,영업시간&매일 09:00 ~ 24:00,02-2607-6232,www.caffebene.co.kr,#커피전문점 #카카오페이,,,
134,강서구,1405729092,커피빈 화곡역점,4.3,7건,서울 강서구 강서로 162,강서구 화곡본동,"영업시간&월~금 07:00 ~ 22:00&토,일 08:00 ~ 22:00",02-766-7952,www.coffeebeankorea.com,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F504BEC6D1E28468EBE5C37BF12DE23B4,
135,강서구,1147087213,왓더독,4.0,8건,서울 강서구 양천로 344 마곡센트럴대방디엠시티오피스텔 B동 2층 219호,강서구 가양1동,"영업시간&월~금 07:30 ~ 21:00&토,일 10:00 ~ 21:00&휴무일&연중무휴",02-3664-0219,blog.naver.com/wtdok2018,#애견카페 #제로페이,,,
